Price,Close,High,Low,Open,Volume
2024-05-30,138.66737365722656,139.12075176510962,136.8631368902812,137.41829318082327,4238000
2024-05-31,144.48721313476562,145.19964630664592,137.6403466200164,137.75138635084036,7501000
2024-06-03,141.59117126464844,142.94204404985211,140.0645126340117,140.72143299285838,4162500
2024-06-04,139.29653930664062,142.66445234402525,138.8894266123068,140.9804887662281,4683700
2024-06-05,136.3357391357422,139.69439063181773,135.78058289400244,139.25027410935172,5746100
2024-06-06,134.2816925048828,136.18770745297888,134.2076707249884,135.7343293454546,4682900
2024-06-07,135.08663940429688,135.6417956244749,133.3749194905889,133.81905011401497,3110800
2024-06-10,137.4182891845703,137.7791365274656,134.68880142490485,135.1329179734966,3051600
2024-06-11,135.262451171875,137.27949165301933,135.01262943912974,137.1684660465594,3592400
2024-06-12,135.808349609375,136.96491343566973,134.25393460357606,135.40123688360552,3064300
2024-06-13,133.8653106689453,136.09516901338503,133.74503763684314,136.09516901338503,3470600
2024-06-14,130.60845947265625,133.05112201406627,128.9615135078229,133.02336560822624,5019700
2024-06-17,134.13363647460938,134.21690567491993,130.27534155991486,130.78423242549536,5006300
2024-06-18,131.88528442382812,134.02262630535648,131.77425881063073,133.56000075941904,2969500
2024-06-20,132.6625213623047,133.0233687650008,131.13584841381115,131.524452223006,2628700
2024-06-21,135.20693969726562,135.3364742788119,133.22690302608083,133.22690302608083,5651600
2024-06-24,138.50082397460938,139.51859160019805,135.75282738456326,136.0118965342193,3933000
2024-06-25,135.79908752441406,137.97341881224432,135.40122226964098,137.38125876182218,3336500
2024-06-26,136.169189453125,136.29872402980192,134.08737468053923,135.09589489311037,2447000
2024-06-27,135.75283813476562,136.0119073049372,134.43898330940664,134.8553434673102,2273600
2024-06-28,136.97415161132812,137.5940822043722,135.19767138832327,136.5115261120599,12772300
2024-07-01,134.84609985351562,137.80690053794987,134.22618331319745,137.251744232901,2638900
2024-07-02,134.52224731445312,136.00265461664264,133.66177062928037,134.6240254929563,3296400
2024-07-03,133.9763641357422,135.29946645206903,133.57849881523762,134.457498668139,1633300
2024-07-05,134.76280212402344,135.48449677253865,133.69876912429737,133.73577295218107,3562200
2024-07-08,137.60333251953125,140.61039832788077,136.74284173136505,140.50862015117747,5183800
2024-07-09,136.5670623779297,138.43605935777663,136.22470988465787,136.93715715538968,2848400
2024-07-10,135.18844604492188,136.42827919712627,132.69027076442,136.42827919712627,4105700
2024-07-11,140.08302307128906,140.53640123226106,135.54929793441946,136.01192352463931,4727800
2024-07-12,141.42465209960938,142.15559433834696,139.5371317383055,141.0730521244578,2675700
2024-07-15,139.99050903320312,141.97979346093817,139.62966163083496,141.4246512132556,3645900
2024-07-16,143.4231414794922,143.4231414794922,140.07373763299017,140.12925042983912,3391800
2024-07-17,144.27438354492188,145.0238487240448,142.52565969672176,142.52565969672176,3353700
2024-07-18,140.72140502929688,143.6452012416515,140.49009230588038,143.24735013411507,2927400
2024-07-19,138.537841796875,140.1385363481986,138.19550341129317,140.1385363481986,3187000
2024-07-22,139.73141479492188,140.39759666736714,137.60333459784457,138.20474212131387,3692800
2024-07-23,139.0374755859375,139.67590105258827,138.45456292191545,138.9727012373972,1622400
2024-07-24,135.50303649902344,139.638910525526,134.439003257807,139.05599774704044,3029500
2024-07-25,135.35496520996094,138.25100541410148,135.07740119913157,135.62329591137612,3019700
2024-07-26,137.86239624023438,138.77839979445312,136.24320702264774,136.24320702264774,2427000
2024-07-29,135.84536743164062,136.8446261526042,134.29093830907695,136.3635057664249,2487000
2024-07-30,136.89088439941406,137.20546635511826,135.78983343623932,136.35423711827804,2379200
2024-07-31,139.16702270507812,141.00826337649175,136.8723897894477,137.5940986432846,5743700
2024-08-01,136.03042602539062,140.03676514015163,135.16068769826865,139.9072305457853,3782400
2024-08-02,128.76718139648438,134.55000021028536,127.72164323712195,134.45748358019054,6476500
2024-08-05,123.86335754394531,126.15799038712703,122.52174630178062,125.83414686188921,6887700
2024-08-06,123.84486389160156,125.75087887574561,123.28970759099926,124.45551888041065,5005500
2024-08-07,123.4932861328125,127.45336037470747,123.37299895183557,126.00070912763246,3209700
2024-08-08,123.95589447021484,125.82490569769146,123.12317410416311,124.71459305200682,3894000
2024-08-09,125.37153625488281,125.4640670211752,122.82709548218224,123.62281207037347,3778100
2024-08-12,124.92740631103516,126.33377780481852,124.0946718578677,124.52954100027253,3695600
2024-08-13,126.44483184814453,126.6761446471709,123.67832568923257,125.53807551084793,3319800
2024-08-14,125.612060546875,126.67610758198587,125.38074781553028,126.4817986756445,4838000
2024-08-15,131.0710906982422,133.12514952802334,130.05330871295848,132.57924058052765,4640600
2024-08-16,133.2731475830078,133.4582090772355,130.35861258564918,130.57141636215925,3473900
2024-08-19,133.81907653808594,137.52932851700538,133.62476758719242,133.69878937237985,4427000
2024-08-20,133.54148864746094,134.80907809572494,132.19987741940042,133.69877963519937,6815100
2024-08-21,148.4985809326172,156.0983456311253,148.2374856648718,156.03307892850145,25572100
2024-08-22,146.23265075683594,149.30984715967335,145.85964733654083,149.10469883566745,7452400
2024-08-23,147.79922485351562,148.843605990172,146.15805246325192,146.9413383157442,3188300
2024-08-26,148.17221069335938,150.9137253435791,147.30500442531564,148.55453386101598,3655200
2024-08-27,147.96707153320312,148.98349345998923,147.10918496175054,148.17221986861855,3252300
2024-08-28,146.26995849609375,147.63139621514523,145.1789500621639,147.09987162422638,2666500
2024-08-29,143.06219482421875,145.71045524815622,142.1763347661175,145.71045524815622,3879500
2024-08-30,143.24868774414062,143.742904851636,141.9152377975166,143.3139686818152,3933200
2024-09-03,141.55154418945312,144.49820683124105,141.1319278414712,142.6612061116129,4071000
2024-09-04,142.18563842773438,143.36058135776105,138.8193592049534,142.34415953778364,3841000
2024-09-05,141.64479064941406,143.18340296514327,140.49783545305195,142.72647914496469,3358900
2024-09-06,141.06663513183594,142.97823636699567,140.54444467764304,141.37435755561876,4045100
2024-09-09,140.42324829101562,142.59594524033076,139.82645703406487,141.15058719077982,3735200
2024-09-10,138.0174102783203,140.60040352427495,137.40197960728014,140.4232286990422,4103200
2024-09-11,137.3460235595703,137.9801222088978,134.90291182425955,137.3087303348449,4089500
2024-09-12,138.41839599609375,138.92193280076788,136.71194278969145,137.40198840884656,3453500
2024-09-13,141.14125061035156,142.31617925556748,139.38817027708168,139.6119723074856,3592300
2024-09-16,142.52133178710938,143.3605787545497,140.53514384427908,141.69141879743626,3429200
2024-09-17,141.70074462890625,143.3139433125487,140.87083168694434,142.61457799420023,3162300
2024-09-18,143.23004150390625,145.50529834992315,142.1110454662209,142.19498012908528,3269500
2024-09-19,145.9249267578125,146.76415954468015,144.53551571029226,146.00884719077416,5098800
2024-09-20,144.30238342285156,146.76414887785086,143.54707112384173,146.3072250616708,7389800
2024-09-23,144.80593872070312,145.2255693658978,142.58662874226022,144.32105559555245,2927700
2024-09-24,145.63583374023438,147.17444604831735,145.00174931893312,145.37473848103687,3114000
2024-09-25,144.60079956054688,146.3258923747095,143.75223277826177,145.73842087487736,2319900
2024-09-26,145.44932556152344,147.0905118700486,144.6473861322095,145.96219628293755,2757900
2024-09-27,144.703369140625,146.8760662083576,144.33037992043663,145.93425917877465,3067200
2024-09-30,145.33746337890625,145.79438725378955,143.80818485779076,144.70336464991257,2934400
2024-10-01,141.924560546875,144.9085169840427,141.15059440043942,144.76864958410775,3994400
2024-10-02,140.24607849121094,142.15768022373447,139.8357960480419,141.42102154746638,2795000
2024-10-03,139.50009155273438,139.8730807432662,137.57915595848138,139.77050658157611,4790100
