Price,Close,High,Low,Open,Volume
2024-05-30,170.8726348876953,171.89961713036487,168.4335859636123,168.7693237835478,1654400
2024-05-31,173.05496215820312,173.2129617456012,169.83579967023485,170.83314381380396,2655800
2024-06-03,167.2091064453125,175.76064166350253,166.14263187390057,174.31892185372266,2440400
2024-06-04,169.9839324951172,179.72043583016136,169.80619424161367,174.88181473872564,2962000
2024-06-05,173.7617950439453,175.62106100184462,170.76522113377794,170.76522113377794,1572800
2024-06-06,167.96641540527344,169.40041678890682,163.66441125437325,169.23229394576688,2684300
2024-06-07,166.67088317871094,168.37191044150984,164.0600065807695,166.30496961198617,1502900
2024-06-10,169.2322998046875,170.07292913995283,165.3753283509757,165.85992839124742,1842100
2024-06-11,171.9915313720703,172.20910566944065,166.91811766865058,168.13454481088425,1809600
2024-06-12,172.86181640625,176.38255732781366,171.97175069495867,172.83214855523786,1467400
2024-06-13,171.00257873535156,171.7640737567332,167.94666912416068,171.7047380501803,1121400
2024-06-14,170.83444213867188,171.21023994678933,164.98963406557084,169.6575670850854,2149000
2024-06-17,172.00140380859375,172.18931024254616,169.04438249055042,169.58831819660685,1664600
2024-06-18,171.3882598876953,172.76292562596223,170.12238129808821,172.01129983868964,1516500
2024-06-20,172.723388671875,174.85956482476007,171.3981741492478,172.29813934659276,1689000
2024-06-21,172.9607391357422,174.5331957815449,171.20037601834068,173.9398236027997,2173400
2024-06-24,174.12770080566406,176.86713283919295,172.1299800982778,172.96071006316464,1524400
2024-06-25,172.92115783691406,173.78155565061192,170.54762425119958,171.85306998691192,1251000
2024-06-26,174.09803771972656,176.64957869467904,173.04973334585102,173.6727884358,1456000
2024-06-27,172.44644165039062,175.24522446449512,171.73438308543658,173.9793459246796,1150600
2024-06-28,174.65185546875,176.451770418806,173.0398318709736,174.0584682906649,3118700
2024-07-01,176.72866821289062,178.59781807724394,173.71231126500254,174.21669485869998,1863000
2024-07-02,180.16041564941406,180.67468356843304,176.33311183494567,177.0847225700781,2515200
2024-07-03,179.86373901367188,182.17793732243064,179.26046748167585,180.84282349393385,919800
2024-07-05,180.75379943847656,181.65374941659167,178.874750000629,180.04174082272897,1195400
2024-07-08,179.06263732910156,181.08014155506623,176.02651182800983,180.16039298693062,1595900
2024-07-09,176.44189453125,179.49780393521263,175.46281016812742,179.31979682762497,1188700
2024-07-10,180.1109619140625,180.30876771226588,175.8781773884856,177.05505247166275,1375400
2024-07-11,184.6997833251953,185.62941628921072,180.62523723487863,181.1493894225955,1569900
2024-07-12,188.12159729003906,191.43464794233898,185.39204954634366,185.39204954634366,1876600
2024-07-15,193.0961151123047,195.58832015752168,187.90403007087266,188.26005936304654,2008800
2024-07-16,201.5913543701172,201.86826436891286,193.61038567185753,193.61038567185753,2009600
2024-07-17,196.48828125,202.0957466926729,196.47839699621235,199.83100006680712,2325100
2024-07-18,193.30381774902344,197.8332808578334,191.75112973489843,196.488282898702,1581400
2024-07-19,193.31369018554688,195.20262380136745,191.4742080169841,193.5708165846391,1228300
2024-07-22,193.1554412841797,197.09153181037678,190.7522549984032,195.4102883265609,1341200
2024-07-23,191.71157836914062,193.98619418619836,190.5347032640488,191.71157836914062,1826000
2024-07-24,192.4730682373047,198.34754426196045,180.8428026840575,194.96527338816608,3328700
2024-07-25,203.4308319091797,208.19766766183594,192.50272618838244,192.50272618838244,3154100
