Price,Close,High,Low,Open,Volume
2024-05-30,157.43536376953125,158.77379436263726,156.47795769009443,157.80660925029878,338200
2024-05-31,160.88400268554688,160.97193945143232,156.98598454046288,157.70891747797432,1047900
2024-06-03,159.49671936035156,161.59716906266044,157.93360960090712,160.3368962598628,350700
2024-06-04,157.9727020263672,160.1708379958632,157.5916923879371,158.5979489947413,859400
2024-06-05,160.59091186523438,160.95237829357026,157.7284430003596,158.61747033676238,412300
2024-06-06,160.75697326660156,162.06608144935785,160.50295696659285,160.85465922986197,223300
2024-06-07,160.981689453125,161.62647950870647,159.67258109086825,160.21967026273305,237300
2024-06-10,160.2685089111328,160.96213445046985,157.92382203802507,160.85466944911414,271500
2024-06-11,157.80657958984375,160.67881219536753,157.47442048898904,159.57485499346035,418400
2024-06-12,156.51702880859375,159.301324922787,156.39978477459528,158.81285035113265,356200
2024-06-13,154.89529418945312,156.1360238117697,153.38101999156362,155.90155064396663,793600
2024-06-14,157.84568786621094,157.93360971566213,154.27981437660975,154.38727938384838,580000
2024-06-17,161.2356719970703,161.7827760119205,156.35092652457345,157.2888042143993,579000
2024-06-18,158.470947265625,161.93910524015436,158.27554548644352,161.3724728760662,525600
2024-06-20,162.0563507080078,162.74997634616182,158.1290104436652,158.2657827460521,519700
2024-06-21,162.8965301513672,163.48269078174184,161.34316944927596,162.54482781031714,686700
2024-06-24,162.59364318847656,164.53777740308865,162.02702578815754,162.50572134088168,402200
2024-06-25,162.5252685546875,163.1993658838622,160.7569928981925,162.8476635776433,539200
2024-06-26,163.2579803466797,163.57059633697475,161.36269652587407,162.04655798001485,670300
2024-06-27,162.87696838378906,164.31308487008658,162.21263519011833,163.22867068465908,390800
2024-06-28,162.193115234375,164.81133201370304,161.19662284643778,163.17006446374734,1184900
2024-07-01,159.72142028808594,163.17004956021648,158.69562070952642,162.79880411670368,450200
2024-07-02,159.98519897460938,161.43109455396242,159.5455748068186,160.19036487001154,473700
2024-07-03,159.87774658203125,160.62023758869344,158.56863810100288,159.62374513120974,272200
2024-07-05,159.3013153076172,160.05357027653704,158.73468304985184,159.87771168968433,324500
2024-07-08,160.5518341064453,161.18686005503156,159.06688199859133,159.52603442570006,380800
2024-07-09,159.12548828125,160.91330708154823,158.97893695902528,160.55182574570983,395100
2024-07-10,157.1618194580078,159.15480425542918,154.9636836681551,159.15480425542918,412200
