Price,Close,High,Low,Open,Volume
2024-05-30,139.8959197998047,140.23556137762992,136.8295062817753,136.95080473000726,1957000
2024-05-31,142.2685089111328,142.549914765035,138.43548132985973,139.90561776850143,6965800
2024-06-03,144.4324951171875,147.1738372830848,142.75372861881092,142.8216480550992,2095400
2024-06-04,137.18853759765625,142.65666602038763,135.0197208672301,142.65666602038763,2854200
2024-06-05,144.61199951171875,145.09235142033043,137.55243596939826,137.6737344138157,2131800
2024-06-06,143.86480712890625,146.5042623791095,141.74451275778068,144.06373834818663,1665400
2024-06-07,141.92889404296875,144.28208708353546,140.82265270111708,141.87067315238824,1778200
2024-06-10,144.0734405517578,144.73815365356114,139.71155325821712,140.8274930165373,1301000
2024-06-11,145.24276733398438,145.35435243180618,140.1918980872377,143.5591442517355,1376800
2024-06-12,150.89527893066406,155.03883832441403,148.17819056087816,148.17819056087816,2601600
2024-06-13,155.90728759765625,157.1639523308445,151.3804368193603,151.3804368193603,2280000
2024-06-14,146.34414672851562,153.02041793309562,144.6799356034301,152.67593449247497,2658800
2024-06-17,148.05201721191406,148.54690947041414,144.2044198010442,145.7473470670731,1321000
2024-06-18,155.189208984375,155.7180683442162,146.358677660261,147.4600768433511,2307200
2024-06-20,147.46978759765625,156.47983896895408,146.737140306683,155.20377705432037,1969400
2024-06-21,147.18836975097656,148.12964681602054,143.31653307983896,146.95548622605895,3669200
2024-06-24,149.22132873535156,149.57066882024444,145.81527401284953,147.0137031422936,1893400
2024-06-25,142.87501525878906,149.53187461842677,139.26031561758526,149.53187461842677,2391600
2024-06-26,143.95216369628906,146.1743450011943,140.9682244976882,141.95316741513054,1460000
2024-06-27,139.3961639404297,145.07293696170674,138.66837328677565,144.1171046442969,2000400
2024-06-28,137.00413513183594,140.80320988486108,135.9464164779287,138.8915456279057,4462600
2024-07-01,134.34532165527344,139.90563859250196,133.9668562674108,136.76643403791013,1886200
2024-07-02,135.626220703125,136.21815772433828,131.73981367328565,133.42829340763322,2533600
2024-07-03,136.3103485107422,138.94980398964654,134.97120887318252,136.23757240151392,906800
